a,a,a,a,a,a,a,a,a,a,a,a,a
a,"Towner County, North Dakota",0.838,North Dakota,ND,Towner County,38,95,pctunmetneed,2014,0.838,", ",83.8
a,"Traill County, North Dakota",0.8871,North Dakota,ND,Traill County,38,97,pctunmetneed,2014,0.8871,", ",88.71
a,"Walsh County, North Dakota",0.8454,North Dakota,ND,Walsh County,38,99,pctunmetneed,2014,0.8454,", ",84.54
a,"Ward County, North Dakota",0.8765,North Dakota,ND,Ward County,38,101,pctunmetneed,2014,0.8765,", ",87.65
a,"Wells County, North Dakota",0.8472,North Dakota,ND,Wells County,38,103,pctunmetneed,2014,0.8472,", ",84.72
a,"Williams County, North Dakota",0.8178,North Dakota,ND,Williams County,38,105,pctunmetneed,2014,0.8178,", ",81.78
a,"Adams County, Ohio",0.8143,Ohio,OH,Adams County,39,1,pctunmetneed,2014,0.8143,", ",81.43
a,"Allen County, Ohio",0.829,Ohio,OH,Allen County,39,3,pctunmetneed,2014,0.829,", ",82.9
a,"Ashland County, Ohio",0.9118,Ohio,OH,Ashland County,39,5,pctunmetneed,2014,0.9118,", ",91.18
a,"Ashtabula County, Ohio",0.8846,Ohio,OH,Ashtabula County,39,7,pctunmetneed,2014,0.8846,", ",88.46
a,"Athens County, Ohio",0.862,Ohio,OH,Athens County,39,9,pctunmetneed,2014,0.862,", ",86.2
a,"Auglaize County, Ohio",0.829,Ohio,OH,Auglaize County,39,11,pctunmetneed,2014,0.829,", ",82.9
a,"Belmont County, Ohio",0.8403,Ohio,OH,Belmont County,39,13,pctunmetneed,2014,0.8403,", ",84.03
a,"Brown County, Ohio",0.8398,Ohio,OH,Brown County,39,15,pctunmetneed,2014,0.8398,", ",83.98
a,"Butler County, Ohio",0.8783,Ohio,OH,Butler County,39,17,pctunmetneed,2014,0.8783,", ",87.83
a,"Carroll County, Ohio",0.8403,Ohio,OH,Carroll County,39,19,pctunmetneed,2014,0.8403,", ",84.03
a,"Champaign County, Ohio",0.829,Ohio,OH,Champaign County,39,21,pctunmetneed,2014,0.829,", ",82.9
a,"Clark County, Ohio",0.8681,Ohio,OH,Clark County,39,23,pctunmetneed,2014,0.8681,", ",86.81
a,"Clermont County, Ohio",0.8398,Ohio,OH,Clermont County,39,25,pctunmetneed,2014,0.8398,", ",83.98
a,"Clinton County, Ohio",0.8398,Ohio,OH,Clinton County,39,27,pctunmetneed,2014,0.8398,", ",83.98
a,"Columbiana County, Ohio",0.8403,Ohio,OH,Columbiana County,39,29,pctunmetneed,2014,0.8403,", ",84.03
a,"Coshocton County, Ohio",0.862,Ohio,OH,Coshocton County,39,31,pctunmetneed,2014,0.862,", ",86.2
a,"Crawford County, Ohio",0.8429,Ohio,OH,Crawford County,39,33,pctunmetneed,2014,0.8429,", ",84.29
a,"Cuyahoga County, Ohio",0.9087,Ohio,OH,Cuyahoga County,39,35,pctunmetneed,2014,0.9087,", ",90.87
a,"Darke County, Ohio",0.829,Ohio,OH,Darke County,39,37,pctunmetneed,2014,0.829,", ",82.9
a,"Defiance County, Ohio",0.8487,Ohio,OH,Defiance County,39,39,pctunmetneed,2014,0.8487,", ",84.87
a,"Delaware County, Ohio",0.8429,Ohio,OH,Delaware County,39,41,pctunmetneed,2014,0.8429,", ",84.29
a,"Erie County, Ohio",0.848,Ohio,OH,Erie County,39,43,pctunmetneed,2014,0.848,", ",84.8
a,"Fairfield County, Ohio",0.8583,Ohio,OH,Fairfield County,39,45,pctunmetneed,2014,0.8583,", ",85.83
a,"Fayette County, Ohio",0.8143,Ohio,OH,Fayette County,39,47,pctunmetneed,2014,0.8143,", ",81.43
a,"Franklin County, Ohio",0.863,Ohio,OH,Franklin County,39,49,pctunmetneed,2014,0.863,", ",86.3
a,"Fulton County, Ohio",0.8487,Ohio,OH,Fulton County,39,51,pctunmetneed,2014,0.8487,", ",84.87
a,"Gallia County, Ohio",0.8143,Ohio,OH,Gallia County,39,53,pctunmetneed,2014,0.8143,", ",81.43
a,"Geauga County, Ohio",0.8577,Ohio,OH,Geauga County,39,55,pctunmetneed,2014,0.8577,", ",85.77
a,"Greene County, Ohio",0.8681,Ohio,OH,Greene County,39,57,pctunmetneed,2014,0.8681,", ",86.81
a,"Guernsey County, Ohio",0.862,Ohio,OH,Guernsey County,39,59,pctunmetneed,2014,0.862,", ",86.2
a,"Hamilton County, Ohio",0.862,Ohio,OH,Hamilton County,39,61,pctunmetneed,2014,0.862,", ",86.2
a,"Hancock County, Ohio",0.8487,Ohio,OH,Hancock County,39,63,pctunmetneed,2014,0.8487,", ",84.87
a,"Hardin County, Ohio",0.829,Ohio,OH,Hardin County,39,65,pctunmetneed,2014,0.829,", ",82.9
a,"Harrison County, Ohio",0.8403,Ohio,OH,Harrison County,39,67,pctunmetneed,2014,0.8403,", ",84.03
a,"Henry County, Ohio",0.8487,Ohio,OH,Henry County,39,69,pctunmetneed,2014,0.8487,", ",84.87
a,"Highland County, Ohio",0.8143,Ohio,OH,Highland County,39,71,pctunmetneed,2014,0.8143,", ",81.43
a,"Hocking County, Ohio",0.862,Ohio,OH,Hocking County,39,73,pctunmetneed,2014,0.862,", ",86.2
a,"Holmes County, Ohio",0.9118,Ohio,OH,Holmes County,39,75,pctunmetneed,2014,0.9118,", ",91.18
a,"Huron County, Ohio",0.8429,Ohio,OH,Huron County,39,77,pctunmetneed,2014,0.8429,", ",84.29
a,"Jackson County, Ohio",0.8143,Ohio,OH,Jackson County,39,79,pctunmetneed,2014,0.8143,", ",81.43
a,"Jefferson County, Ohio",0.8403,Ohio,OH,Jefferson County,39,81,pctunmetneed,2014,0.8403,", ",84.03
a,"Knox County, Ohio",0.8583,Ohio,OH,Knox County,39,83,pctunmetneed,2014,0.8583,", ",85.83
a,"Lake County, Ohio",0.8577,Ohio,OH,Lake County,39,85,pctunmetneed,2014,0.8577,", ",85.77
a,"Lawrence County, Ohio",0.8143,Ohio,OH,Lawrence County,39,87,pctunmetneed,2014,0.8143,", ",81.43
a,"Licking County, Ohio",0.8583,Ohio,OH,Licking County,39,89,pctunmetneed,2014,0.8583,", ",85.83
a,"Logan County, Ohio",0.829,Ohio,OH,Logan County,39,91,pctunmetneed,2014,0.829,", ",82.9
a,"Lorain County, Ohio",0.9087,Ohio,OH,Lorain County,39,93,pctunmetneed,2014,0.9087,", ",90.87
a,"Lucas County, Ohio",0.8829,Ohio,OH,Lucas County,39,95,pctunmetneed,2014,0.8829,", ",88.29
a,"Madison County, Ohio",0.8681,Ohio,OH,Madison County,39,97,pctunmetneed,2014,0.8681,", ",86.81
a,"Mahoning County, Ohio",0.855,Ohio,OH,Mahoning County,39,99,pctunmetneed,2014,0.855,", ",85.5
a,"Marion County, Ohio",0.8429,Ohio,OH,Marion County,39,101,pctunmetneed,2014,0.8429,", ",84.29
a,"Medina County, Ohio",0.9118,Ohio,OH,Medina County,39,103,pctunmetneed,2014,0.9118,", ",91.18
a,"Meigs County, Ohio",0.8143,Ohio,OH,Meigs County,39,105,pctunmetneed,2014,0.8143,", ",81.43
a,"Mercer County, Ohio",0.8487,Ohio,OH,Mercer County,39,107,pctunmetneed,2014,0.8487,", ",84.87
a,"Miami County, Ohio",0.829,Ohio,OH,Miami County,39,109,pctunmetneed,2014,0.829,", ",82.9
a,"Monroe County, Ohio",0.8403,Ohio,OH,Monroe County,39,111,pctunmetneed,2014,0.8403,", ",84.03
a,"Montgomery County, Ohio",0.8496,Ohio,OH,Montgomery County,39,113,pctunmetneed,2014,0.8496,", ",84.96
a,"Morgan County, Ohio",0.862,Ohio,OH,Morgan County,39,115,pctunmetneed,2014,0.862,", ",86.2
a,"Morrow County, Ohio",0.8429,Ohio,OH,Morrow County,39,117,pctunmetneed,2014,0.8429,", ",84.29
a,"Muskingum County, Ohio",0.862,Ohio,OH,Muskingum County,39,119,pctunmetneed,2014,0.862,", ",86.2
a,"Noble County, Ohio",0.862,Ohio,OH,Noble County,39,121,pctunmetneed,2014,0.862,", ",86.2
a,"Ottawa County, Ohio",0.848,Ohio,OH,Ottawa County,39,123,pctunmetneed,2014,0.848,", ",84.8
a,"Paulding County, Ohio",0.8487,Ohio,OH,Paulding County,39,125,pctunmetneed,2014,0.8487,", ",84.87
a,"Perry County, Ohio",0.862,Ohio,OH,Perry County,39,127,pctunmetneed,2014,0.862,", ",86.2
a,"Pickaway County, Ohio",0.8143,Ohio,OH,Pickaway County,39,129,pctunmetneed,2014,0.8143,", ",81.43
a,"Pike County, Ohio",0.8143,Ohio,OH,Pike County,39,131,pctunmetneed,2014,0.8143,", ",81.43
a,"Portage County, Ohio",0.8577,Ohio,OH,Portage County,39,133,pctunmetneed,2014,0.8577,", ",85.77
a,"Preble County, Ohio",0.829,Ohio,OH,Preble County,39,135,pctunmetneed,2014,0.829,", ",82.9
a,"Putnam County, Ohio",0.8487,Ohio,OH,Putnam County,39,137,pctunmetneed,2014,0.8487,", ",84.87
a,"Richland County, Ohio",0.8429,Ohio,OH,Richland County,39,139,pctunmetneed,2014,0.8429,", ",84.29
a,"Ross County, Ohio",0.8143,Ohio,OH,Ross County,39,141,pctunmetneed,2014,0.8143,", ",81.43
a,"Sandusky County, Ohio",0.848,Ohio,OH,Sandusky County,39,143,pctunmetneed,2014,0.848,", ",84.8
a,"Scioto County, Ohio",0.8143,Ohio,OH,Scioto County,39,145,pctunmetneed,2014,0.8143,", ",81.43
a,"Seneca County, Ohio",0.848,Ohio,OH,Seneca County,39,147,pctunmetneed,2014,0.848,", ",84.8
a,"Shelby County, Ohio",0.829,Ohio,OH,Shelby County,39,149,pctunmetneed,2014,0.829,", ",82.9
a,"Stark County, Ohio",0.855,Ohio,OH,Stark County,39,151,pctunmetneed,2014,0.855,", ",85.5
a,"Summit County, Ohio",0.875,Ohio,OH,Summit County,39,153,pctunmetneed,2014,0.875,", ",87.5
a,"Trumbull County, Ohio",0.8846,Ohio,OH,Trumbull County,39,155,pctunmetneed,2014,0.8846,", ",88.46
a,"Tuscarawas County, Ohio",0.8403,Ohio,OH,Tuscarawas County,39,157,pctunmetneed,2014,0.8403,", ",84.03
a,"Union County, Ohio",0.8429,Ohio,OH,Union County,39,159,pctunmetneed,2014,0.8429,", ",84.29
a,"Van Wert County, Ohio",0.8487,Ohio,OH,Van Wert County,39,161,pctunmetneed,2014,0.8487,", ",84.87
a,"Vinton County, Ohio",0.862,Ohio,OH,Vinton County,39,163,pctunmetneed,2014,0.862,", ",86.2
a,"Warren County, Ohio",0.8398,Ohio,OH,Warren County,39,165,pctunmetneed,2014,0.8398,", ",83.98
a,"Washington County, Ohio",0.8403,Ohio,OH,Washington County,39,167,pctunmetneed,2014,0.8403,", ",84.03
a,"Wayne County, Ohio",0.9118,Ohio,OH,Wayne County,39,169,pctunmetneed,2014,0.9118,", ",91.18
a,"Williams County, Ohio",0.8487,Ohio,OH,Williams County,39,171,pctunmetneed,2014,0.8487,", ",84.87
a,"Wood County, Ohio",0.848,Ohio,OH,Wood County,39,173,pctunmetneed,2014,0.848,", ",84.8
a,"Wyandot County, Ohio",0.848,Ohio,OH,Wyandot County,39,175,pctunmetneed,2014,0.848,", ",84.8
a,"Adair County, Oklahoma",0.8578,Oklahoma,OK,Adair County,40,1,pctunmetneed,2014,0.8578,", ",85.78
a,"Alfalfa County, Oklahoma",0.8288,Oklahoma,OK,Alfalfa County,40,3,pctunmetneed,2014,0.8288,", ",82.88
a,"Atoka County, Oklahoma",0.8626,Oklahoma,OK,Atoka County,40,5,pctunmetneed,2014,0.8626,", ",86.26
a,"Beaver County, Oklahoma",0.8288,Oklahoma,OK,Beaver County,40,7,pctunmetneed,2014,0.8288,", ",82.88
a,"Beckham County, Oklahoma",0.8288,Oklahoma,OK,Beckham County,40,9,pctunmetneed,2014,0.8288,", ",82.88
a,"Blaine County, Oklahoma",0.8288,Oklahoma,OK,Blaine County,40,11,pctunmetneed,2014,0.8288,", ",82.88
a,"Bryan County, Oklahoma",0.8626,Oklahoma,OK,Bryan County,40,13,pctunmetneed,2014,0.8626,", ",86.26
a,"Caddo County, Oklahoma",0.8288,Oklahoma,OK,Caddo County,40,15,pctunmetneed,2014,0.8288,", ",82.88
a,"Canadian County, Oklahoma",0.8412,Oklahoma,OK,Canadian County,40,17,pctunmetneed,2014,0.8412,", ",84.12
a,"Carter County, Oklahoma",0.8626,Oklahoma,OK,Carter County,40,19,pctunmetneed,2014,0.8626,", ",86.26
a,"Cherokee County, Oklahoma",0.8578,Oklahoma,OK,Cherokee County,40,21,pctunmetneed,2014,0.8578,", ",85.78
a,"Choctaw County, Oklahoma",0.8626,Oklahoma,OK,Choctaw County,40,23,pctunmetneed,2014,0.8626,", ",86.26
a,"Cimarron County, Oklahoma",0.8288,Oklahoma,OK,Cimarron County,40,25,pctunmetneed,2014,0.8288,", ",82.88
a,"Cleveland County, Oklahoma",0.8412,Oklahoma,OK,Cleveland County,40,27,pctunmetneed,2014,0.8412,", ",84.12
a,"Coal County, Oklahoma",0.8626,Oklahoma,OK,Coal County,40,29,pctunmetneed,2014,0.8626,", ",86.26
a,"Comanche County, Oklahoma",0.8288,Oklahoma,OK,Comanche County,40,31,pctunmetneed,2014,0.8288,", ",82.88
a,"Cotton County, Oklahoma",0.8288,Oklahoma,OK,Cotton County,40,33,pctunmetneed,2014,0.8288,", ",82.88
a,"Craig County, Oklahoma",0.8649,Oklahoma,OK,Craig County,40,35,pctunmetneed,2014,0.8649,", ",86.49
a,"Creek County, Oklahoma",0.8578,Oklahoma,OK,Creek County,40,37,pctunmetneed,2014,0.8578,", ",85.78
a,"Custer County, Oklahoma",0.8288,Oklahoma,OK,Custer County,40,39,pctunmetneed,2014,0.8288,", ",82.88
a,"Delaware County, Oklahoma",0.8649,Oklahoma,OK,Delaware County,40,41,pctunmetneed,2014,0.8649,", ",86.49
a,"Dewey County, Oklahoma",0.8288,Oklahoma,OK,Dewey County,40,43,pctunmetneed,2014,0.8288,", ",82.88
a,"Ellis County, Oklahoma",0.8288,Oklahoma,OK,Ellis County,40,45,pctunmetneed,2014,0.8288,", ",82.88
a,"Garfield County, Oklahoma",0.8288,Oklahoma,OK,Garfield County,40,47,pctunmetneed,2014,0.8288,", ",82.88
a,"Garvin County, Oklahoma",0.8626,Oklahoma,OK,Garvin County,40,49,pctunmetneed,2014,0.8626,", ",86.26
a,"Grady County, Oklahoma",0.8412,Oklahoma,OK,Grady County,40,51,pctunmetneed,2014,0.8412,", ",84.12
a,"Grant County, Oklahoma",0.8288,Oklahoma,OK,Grant County,40,53,pctunmetneed,2014,0.8288,", ",82.88
a,"Greer County, Oklahoma",0.8288,Oklahoma,OK,Greer County,40,55,pctunmetneed,2014,0.8288,", ",82.88
a,"Harmon County, Oklahoma",0.8288,Oklahoma,OK,Harmon County,40,57,pctunmetneed,2014,0.8288,", ",82.88
a,"Harper County, Oklahoma",0.8288,Oklahoma,OK,Harper County,40,59,pctunmetneed,2014,0.8288,", ",82.88
a,"Haskell County, Oklahoma",0.8626,Oklahoma,OK,Haskell County,40,61,pctunmetneed,2014,0.8626,", ",86.26
a,"Hughes County, Oklahoma",0.8626,Oklahoma,OK,Hughes County,40,63,pctunmetneed,2014,0.8626,", ",86.26
a,"Jackson County, Oklahoma",0.8288,Oklahoma,OK,Jackson County,40,65,pctunmetneed,2014,0.8288,", ",82.88
a,"Jefferson County, Oklahoma",0.8288,Oklahoma,OK,Jefferson County,40,67,pctunmetneed,2014,0.8288,", ",82.88
a,"Johnston County, Oklahoma",0.8626,Oklahoma,OK,Johnston County,40,69,pctunmetneed,2014,0.8626,", ",86.26
a,"Kay County, Oklahoma",0.8649,Oklahoma,OK,Kay County,40,71,pctunmetneed,2014,0.8649,", ",86.49
a,"Kingfisher County, Oklahoma",0.8288,Oklahoma,OK,Kingfisher County,40,73,pctunmetneed,2014,0.8288,", ",82.88
a,"Kiowa County, Oklahoma",0.8288,Oklahoma,OK,Kiowa County,40,75,pctunmetneed,2014,0.8288,", ",82.88
a,"Latimer County, Oklahoma",0.8626,Oklahoma,OK,Latimer County,40,77,pctunmetneed,2014,0.8626,", ",86.26
a,"Le Flore County, Oklahoma",0.8626,Oklahoma,OK,Le Flore County,40,79,pctunmetneed,2014,0.8626,", ",86.26
a,"Lincoln County, Oklahoma",0.8578,Oklahoma,OK,Lincoln County,40,81,pctunmetneed,2014,0.8578,", ",85.78
a,"Logan County, Oklahoma",0.8288,Oklahoma,OK,Logan County,40,83,pctunmetneed,2014,0.8288,", ",82.88
a,"Love County, Oklahoma",0.8626,Oklahoma,OK,Love County,40,85,pctunmetneed,2014,0.8626,", ",86.26
a,"McClain County, Oklahoma",0.8412,Oklahoma,OK,McClain County,40,87,pctunmetneed,2014,0.8412,", ",84.12
a,"McCurtain County, Oklahoma",0.8626,Oklahoma,OK,McCurtain County,40,89,pctunmetneed,2014,0.8626,", ",86.26
a,"McIntosh County, Oklahoma",0.8578,Oklahoma,OK,McIntosh County,40,91,pctunmetneed,2014,0.8578,", ",85.78
a,"Major County, Oklahoma",0.8288,Oklahoma,OK,Major County,40,93,pctunmetneed,2014,0.8288,", ",82.88
a,"Marshall County, Oklahoma",0.8626,Oklahoma,OK,Marshall County,40,95,pctunmetneed,2014,0.8626,", ",86.26
a,"Mayes County, Oklahoma",0.8649,Oklahoma,OK,Mayes County,40,97,pctunmetneed,2014,0.8649,", ",86.49
a,"Murray County, Oklahoma",0.8626,Oklahoma,OK,Murray County,40,99,pctunmetneed,2014,0.8626,", ",86.26
a,"Muskogee County, Oklahoma",0.8578,Oklahoma,OK,Muskogee County,40,101,pctunmetneed,2014,0.8578,", ",85.78
a,"Noble County, Oklahoma",0.8649,Oklahoma,OK,Noble County,40,103,pctunmetneed,2014,0.8649,", ",86.49
a,"Nowata County, Oklahoma",0.8649,Oklahoma,OK,Nowata County,40,105,pctunmetneed,2014,0.8649,", ",86.49
a,"Okfuskee County, Oklahoma",0.8578,Oklahoma,OK,Okfuskee County,40,107,pctunmetneed,2014,0.8578,", ",85.78
a,"Oklahoma County, Oklahoma",0.8803,Oklahoma,OK,Oklahoma County,40,109,pctunmetneed,2014,0.8803,", ",88.03
a,"Okmulgee County, Oklahoma",0.8578,Oklahoma,OK,Okmulgee County,40,111,pctunmetneed,2014,0.8578,", ",85.78
a,"Osage County, Oklahoma",0.8649,Oklahoma,OK,Osage County,40,113,pctunmetneed,2014,0.8649,", ",86.49
a,"Ottawa County, Oklahoma",0.8649,Oklahoma,OK,Ottawa County,40,115,pctunmetneed,2014,0.8649,", ",86.49
a,"Pawnee County, Oklahoma",0.8649,Oklahoma,OK,Pawnee County,40,117,pctunmetneed,2014,0.8649,", ",86.49
a,"Payne County, Oklahoma",0.8649,Oklahoma,OK,Payne County,40,119,pctunmetneed,2014,0.8649,", ",86.49
a,"Pittsburg County, Oklahoma",0.8626,Oklahoma,OK,Pittsburg County,40,121,pctunmetneed,2014,0.8626,", ",86.26
a,"Pontotoc County, Oklahoma",0.8626,Oklahoma,OK,Pontotoc County,40,123,pctunmetneed,2014,0.8626,", ",86.26
a,"Pottawatomie County, Oklahoma",0.8626,Oklahoma,OK,Pottawatomie County,40,125,pctunmetneed,2014,0.8626,", ",86.26
a,"Pushmataha County, Oklahoma",0.8626,Oklahoma,OK,Pushmataha County,40,127,pctunmetneed,2014,0.8626,", ",86.26
a,"Roger Mills County, Oklahoma",0.8288,Oklahoma,OK,Roger Mills County,40,129,pctunmetneed,2014,0.8288,", ",82.88
a,"Rogers County, Oklahoma",0.8649,Oklahoma,OK,Rogers County,40,131,pctunmetneed,2014,0.8649,", ",86.49
a,"Seminole County, Oklahoma",0.8626,Oklahoma,OK,Seminole County,40,133,pctunmetneed,2014,0.8626,", ",86.26
a,"Sequoyah County, Oklahoma",0.8578,Oklahoma,OK,Sequoyah County,40,135,pctunmetneed,2014,0.8578,", ",85.78
a,"Stephens County, Oklahoma",0.8288,Oklahoma,OK,Stephens County,40,137,pctunmetneed,2014,0.8288,", ",82.88
a,"Texas County, Oklahoma",0.8288,Oklahoma,OK,Texas County,40,139,pctunmetneed,2014,0.8288,", ",82.88
a,"Tillman County, Oklahoma",0.8288,Oklahoma,OK,Tillman County,40,141,pctunmetneed,2014,0.8288,", ",82.88
a,"Tulsa County, Oklahoma",0.8257,Oklahoma,OK,Tulsa County,40,143,pctunmetneed,2014,0.8257,", ",82.57
a,"Wagoner County, Oklahoma",0.8578,Oklahoma,OK,Wagoner County,40,145,pctunmetneed,2014,0.8578,", ",85.78
a,"Washington County, Oklahoma",0.8649,Oklahoma,OK,Washington County,40,147,pctunmetneed,2014,0.8649,", ",86.49
a,"Washita County, Oklahoma",0.8288,Oklahoma,OK,Washita County,40,149,pctunmetneed,2014,0.8288,", ",82.88
a,"Woods County, Oklahoma",0.8288,Oklahoma,OK,Woods County,40,151,pctunmetneed,2014,0.8288,", ",82.88
a,"Woodward County, Oklahoma",0.8288,Oklahoma,OK,Woodward County,40,153,pctunmetneed,2014,0.8288,", ",82.88
a,"Baker County, Oregon",0.862,Oregon,OR,Baker County,41,1,pctunmetneed,2014,0.862,", ",86.2
a,"Benton County, Oregon",0.9072,Oregon,OR,Benton County,41,3,pctunmetneed,2014,0.9072,", ",90.72
a,"Clackamas County, Oregon",0.9253,Oregon,OR,Clackamas County,41,5,pctunmetneed,2014,0.9253,", ",92.53
a,"Clatsop County, Oregon",0.9072,Oregon,OR,Clatsop County,41,7,pctunmetneed,2014,0.9072,", ",90.72
a,"Columbia County, Oregon",0.9072,Oregon,OR,Columbia County,41,9,pctunmetneed,2014,0.9072,", ",90.72
a,"Coos County, Oregon",0.9,Oregon,OR,Coos County,41,11,pctunmetneed,2014,0.9,", ",90
a,"Crook County, Oregon",0.8851,Oregon,OR,Crook County,41,13,pctunmetneed,2014,0.8851,", ",88.51
a,"Curry County, Oregon",0.9,Oregon,OR,Curry County,41,15,pctunmetneed,2014,0.9,", ",90
a,"Deschutes County, Oregon",0.8851,Oregon,OR,Deschutes County,41,17,pctunmetneed,2014,0.8851,", ",88.51
a,"Douglas County, Oregon",0.9,Oregon,OR,Douglas County,41,19,pctunmetneed,2014,0.9,", ",90
a,"Gilliam County, Oregon",0.862,Oregon,OR,Gilliam County,41,21,pctunmetneed,2014,0.862,", ",86.2
a,"Grant County, Oregon",0.862,Oregon,OR,Grant County,41,23,pctunmetneed,2014,0.862,", ",86.2
a,"Harney County, Oregon",0.862,Oregon,OR,Harney County,41,25,pctunmetneed,2014,0.862,", ",86.2
a,"Hood River County, Oregon",0.862,Oregon,OR,Hood River County,41,27,pctunmetneed,2014,0.862,", ",86.2
a,"Jackson County, Oregon",0.9,Oregon,OR,Jackson County,41,29,pctunmetneed,2014,0.9,", ",90
a,"Jefferson County, Oregon",0.8851,Oregon,OR,Jefferson County,41,31,pctunmetneed,2014,0.8851,", ",88.51
a,"Josephine County, Oregon",0.9,Oregon,OR,Josephine County,41,33,pctunmetneed,2014,0.9,", ",90
a,"Klamath County, Oregon",0.9,Oregon,OR,Klamath County,41,35,pctunmetneed,2014,0.9,", ",90
a,"Lake County, Oregon",0.862,Oregon,OR,Lake County,41,37,pctunmetneed,2014,0.862,", ",86.2
a,"Lane County, Oregon",0.9072,Oregon,OR,Lane County,41,39,pctunmetneed,2014,0.9072,", ",90.72
